"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount"
"11/15/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$155.32"
"11/14/2022","Sell","SOXL","TDA TRAN - Sold 130 (SOXL) @13.2100","130","$13.21","$0.06","$1717.24"
"11/14/2022","Buy to Close","SOXL 12/16/2022 11.00 C","TDA TRAN - Bought to Close 1 (SOXL Dec 16 2022 11.0 Call) @3.1500","1","$3.15","$0.66","-$315.66"
"11/14/2022","Sell","AMZN","TDA TRAN - Sold 2 (AMZN) @99.0000","2","$99.00","","$198.00"
"11/11/2022","Buy","QYLD","TDA TRAN - Bought 10 (QYLD) @16.4199","10","$16.4199","","-$164.20"
"11/11/2022","Buy","SJT","TDA TRAN - Bought 100 (SJT) @10.8600","100","$10.86","","-$1086.00"
"11/11/2022","Sell","SOXL","TDA TRAN - Sold 100 (SOXL) @12.8200","100","$12.82","$0.04","$1281.96"
"11/07/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$60.66"
"11/04/2022","Buy to Close","SOXL 11/25/2022 10.00 C","TDA TRAN - Bought to Close 1 (SOXL Nov 25 2022 10.0 Call) @0.6000","1","$0.60","$0.66","-$60.66"
"11/01/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$165.36"
"10/31/2022","Sell to Open","SOXL 11/25/2022 10.00 C","TDA TRAN - Sold to Open 1 (SOXL Nov 25 2022 10.0 Call) @0.7000","1","$0.70","$0.66","$69.34"
"10/31/2022","Sell to Open","SOXL 12/16/2022 11.00 C","TDA TRAN - Sold to Open 1 (SOXL Dec 16 2022 11.0 Call) @0.7800","1","$0.78","$0.66","$77.34"
"10/31/2022","Sell to Open","SJT 12/16/2022 12.50 C","TDA TRAN - Sold to Open 2 (SJT Dec 16 2022 12.5 Call) @0.1000","2","$0.10","$1.32","$18.68"
"10/31/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$22.04"
"10/28/2022","Buy","AMZN","TDA TRAN - Bought 2 (AMZN) @100.8300","2","$100.83","","-$201.66"
"10/27/2022","Sell","ARCC","TDA TRAN - Sold 0.551 (ARCC) @19.4900","0.551","$19.49","","$10.74"
"10/27/2022","Buy","QYLD","TDA TRAN - Bought 50 (QYLD) @16.0100","50","$16.01","","-$800.50"
"10/27/2022","Sell","ARCC","TDA TRAN - Sold 52 (ARCC) @19.4901","52","$19.4901","$0.03","$1013.46"
"10/17/2022","Reinvest Shares","SJT","TDA TRAN - Bought 0.391 (SJT) @10.1291","0.391","$10.1291","","-$3.96"
"10/17/2022","Cash Dividend","","TDA TRAN - NATURAL RESOURCE ROYALTIES (SJT)","","","","$3.96"
"10/12/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$28.58"
"10/11/2022","Bond Interest","","TDA TRAN - OFF-CYCLE INTEREST (MMDA1)","","","","$0.03"
"10/11/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$340.62"
"10/10/2022","Buy to Open","AAPL 04/21/2023 100.00 P","TDA TRAN - Bought to Open 1 (AAPL Apr 21 2023 100.0 Put) @2.9000","1","$2.90","$0.66","-$290.66"
"10/10/2022","Buy to Open","VIX 04/19/2023 70.00 C","TDA TRAN - Bought to Open 1 (VIX Apr 19 2023 70.0 Call) @1.3200","1","$1.32","$0.96","-$132.96"
"10/10/2022","Buy","SJT","TDA TRAN - Bought 200 (SJT) @9.9300","200","$9.93","","-$1986.00"
"10/10/2022","Sell","USOI","TDA TRAN - Sold 23 (USOI) @91.2000","23","$91.20","$0.05","$2097.55"
"10/03/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$1.54"
"09/30/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.01","","",""
"09/30/2022","Reinvest Shares","ARCC","TDA TRAN - Bought 1.295 (ARCC) @17.0199","1.295","$17.0199","","-$22.04"
"09/30/2022","Cash Dividend","","TDA TRAN - ORDINARY DIVIDEND (ARCC)","","","","$22.04"
"09/30/2022","Cash Dividend","","TDA TRAN - ORDINARY DIVIDEND (ARCC)","","","","$1.54"
"09/29/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$78.81"
"09/28/2022","Cash In Lieu","","TDA TRAN - CASH IN LIEU OF FRACTIONAL SHARES (USOI)","","","","$78.81"
"09/28/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$123.85"
"09/27/2022","Reinvest Shares","SOXL","TDA TRAN - Bought 0.146 (SOXL) @9.8927","0.146","$9.8927","","-$1.44"
"09/27/2022","Cash Dividend","","TDA TRAN - ORDINARY DIVIDEND (SOXL)","","","","$1.44"
"09/27/2022","Cash Dividend","","TDA TRAN - OTHER INCOME (22539T266)","","","","$123.85"
"09/27/2022","Journaled Shares","USOI","TDA TRAN - MANDATORY REVERSE SPLIT (USOI)","23","","",""
"09/27/2022","Journaled Shares","22539T266","TDA TRAN - MANDATORY REVERSE SPLIT (22539T266)","-479.066","","",""
"09/27/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$91.95"
"09/23/2022","Buy","SOXL","TDA TRAN - Bought 200 (SOXL) @9.6899","200","$9.6899","","-$1937.98"
"09/23/2022","Sell","22539T266","TDA TRAN - Sold 500 (USOI) @4.0601","500","$4.0601","$0.12","$2029.93"
"09/15/2022","Reinvest Shares","SJT","TDA TRAN - Bought 0.479 (SJT) @12.0353","0.479","$12.0353","","-$5.76"
"09/15/2022","Cash Dividend","","TDA TRAN - NATURAL RESOURCE ROYALTIES (SJT)","","","","$5.76"
"08/26/2022","Reinvest Shares","22539T266","TDA TRAN - Bought 19.539 (USOI) @4.6308","19.539","$4.6308","","-$90.48"
"08/26/2022","Cash Dividend","","TDA TRAN - OTHER INCOME (USOI)","","","","$90.48"
"08/12/2022","Reinvest Shares","SJT","TDA TRAN - Bought 0.329 (SJT) @13.7194","0.329","$13.7194","","-$4.51"
"08/12/2022","Cash Dividend","","TDA TRAN - NATURAL RESOURCE ROYALTIES (SJT)","","","","$4.51"
"07/27/2022","Reinvest Shares","22539T266","TDA TRAN - Bought 32.945 (USOI) @4.7673","32.945","$4.7673","","-$157.06"
"07/27/2022","Cash Dividend","","TDA TRAN - OTHER INCOME (USOI)","","","","$157.06"
"07/15/2022","Reinvest Shares","SJT","TDA TRAN - Bought 0.336 (SJT) @10.2185","0.336","$10.2185","","-$3.43"
"07/15/2022","Cash Dividend","","TDA TRAN - NATURAL RESOURCE ROYALTIES (SJT)","","","","$3.43"
"07/12/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$27.27"
"07/11/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$13.73"
"07/11/2022","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (MO)","","","","$27.27"
"07/08/2022","Sell","MO","TDA TRAN - Sold 0.304 (MO) @41.5700","0.304","$41.57","","$12.64"
"07/08/2022","Buy","22539T266","TDA TRAN - Bought 148 (USOI) @4.9999","148","$4.9999","","-$739.99"
"07/08/2022","Sell","BCS","TDA TRAN - Sold 100 (BCS) @7.4022","100","$7.4022","$0.03","$740.19"
"07/08/2022","Buy","22539T266","TDA TRAN - Bought 250 (USOI) @4.9850","250","$4.985","","-$1246.25"
"07/08/2022","Sell","MO","TDA TRAN - Sold 30 (MO) @41.5722","30","$41.5722","$0.03","$1247.14"
"06/30/2022","Reinvest Shares","ARCC","TDA TRAN - Bought 1.172 (ARCC) @17.9224","1.172","$17.9224","","-$21.00"
"06/30/2022","Cash Dividend","","TDA TRAN - ORDINARY DIVIDEND (ARCC)","","","","$21.00"
"06/30/2022","Reinvest Shares","ARCC","TDA TRAN - Bought 0.084 (ARCC) @17.9224","0.084","$17.9224","","-$1.50"
"06/30/2022","Cash Dividend","","TDA TRAN - ORDINARY DIVIDEND (ARCC)","","","","$1.50"
"06/29/2022","Reinvest Shares","SOXL","TDA TRAN - Bought 0.051 (SOXL) @13.4316","0.051","$13.4316","","-$0.68"
"06/29/2022","Cash Dividend","","TDA TRAN - ORDINARY DIVIDEND (SOXL)","","","","$0.68"
"06/27/2022","Reinvest Shares","22539T266","TDA TRAN - Bought 24.541 (USOI) @5.1941","24.541","$5.1941","","-$127.47"
"06/27/2022","Cash Dividend","","TDA TRAN - OTHER INCOME (USOI)","","","","$127.47"
"06/27/2022","Journaled Shares","EFA 06/24/2022 68.00 C","TDA TRAN - REMOVAL OF OPTION DUE TO EXPIRATION (0EFA..FO20068000)","-2","","",""
"06/24/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$4.02"
"06/23/2022","Buy to Close","EFA 06/24/2022 69.00 C","TDA TRAN - Bought to Close 2 (EFA Jun 24 2022 69.0 Call) @0.0200","2","$0.02","$0.02","-$4.02"
"06/16/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$7.48"
"06/15/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$9.50"
"06/14/2022","Reinvest Shares","SJT","TDA TRAN - Bought 0.254 (SJT) @11.0208","0.254","$11.0208","","-$2.80"
"06/14/2022","Cash Dividend","","TDA TRAN - NATURAL RESOURCE ROYALTIES (SJT)","","","","$2.80"
"06/14/2022","Buy to Close","EFA 06/17/2022 69.00 C","TDA TRAN - Bought to Close 2 (EFA Jun 17 2022 69.0 Call) @0.5200","2","$0.52","$1.32","-$105.32"
"06/14/2022","Sell to Close","EFA 06/17/2022 68.00 C","TDA TRAN - Sold to Close 2 (EFA Jun 17 2022 68.0 Call) @0.3800","2","$0.38","$1.32","$74.68"
"06/14/2022","Sell to Open","EFA 06/24/2022 69.00 C","TDA TRAN - Sold to Open 2 (EFA Jun 24 2022 69.0 Call) @0.3800","2","$0.38","$1.32","$74.68"
"06/14/2022","Sell","SOXL","TDA TRAN - Sold 1 (SOXL) @15.6201","1","$15.6201","","$15.62"
"06/14/2022","Buy to Open","EFA 06/24/2022 68.00 C","TDA TRAN - Bought to Open 2 (EFA Jun 24 2022 68.0 Call) @0.3800","2","$0.38","$1.32","-$77.32"
"06/14/2022","Sell","SOXL","TDA TRAN - Sold 1 (SOXL) @15.6401","1","$15.6401","","$15.64"
"06/09/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3.36"
"06/08/2022","Sell to Open","EFA 06/17/2022 69.00 C","TDA TRAN - Sold to Open 2 (EFA Jun 17 2022 69.0 Call) @0.6600","2","$0.66","$1.32","$130.68"
"06/08/2022","Buy to Close","EFA 06/10/2022 69.00 C","TDA TRAN - Bought to Close 2 (EFA Jun 10 2022 69.0 Call) @0.6300","2","$0.63","$1.32","-$127.32"
"06/06/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$912.00"
"06/03/2022","Buy","SOXL","TDA TRAN - Bought 38 (SOXL) @24.0000","38","$24.00","","-$912.00"
"05/26/2022","Reinvest Shares","22539T266","TDA TRAN - Bought 19.331 (USOI) @5.7096","19.331","$5.7096","","-$110.37"
"05/26/2022","Cash Dividend","","TDA TRAN - OTHER INCOME (USOI)","","","","$110.37"
"05/26/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$130.36"
"05/25/2022","Sell to Open","EFA 06/10/2022 69.00 C","TDA TRAN - Sold to Open 2 (EFA Jun 10 2022 69.0 Call) @0.8500","2","$0.85","$1.32","$168.68"
"05/25/2022","Buy to Close","EFA 05/27/2022 72.00 C","TDA TRAN - Bought to Close 1 (EFA May 27 2022 72.0 Call) @0.1800","1","$0.18","$0.01","-$18.01"
"05/25/2022","Buy to Close","EFA 05/27/2022 72.00 C","TDA TRAN - Bought to Close 1 (EFA May 27 2022 72.0 Call) @0.1900","1","$0.19","$1.31","-$20.31"
"05/19/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$768.70"
"05/18/2022","Buy to Close","EFA 05/20/2022 73.00 C","TDA TRAN - Bought to Close 2 (EFA May 20 2022 73.0 Call) @0.0900","2","$0.09","$1.32","-$19.32"
"05/18/2022","Sell to Open","EFA 05/27/2022 72.00 C","TDA TRAN - Sold to Open 2 (EFA May 27 2022 72.0 Call) @0.0700","2","$0.07","$1.32","$12.68"
"05/18/2022","Buy to Close","BCS 05/20/2022 9.00 P","TDA TRAN - Bought to Close 1 (BCS May 20 2022 9.0 Put) @1.1700","1","$1.17","$0.66","-$117.66"
"05/17/2022","Journaled Shares","BCS 05/20/2022 9.00 P","TDA TRAN - REMOVAL OF OPTION DUE TO ASSIGNMENT (BCS May 20 2022 9.0 Put)","1","","",""
"05/17/2022 as of 05/16/2022","Buy","BCS","TDA TRAN - Bought 100 (BCS) @9.0000","100","$9.00","","-$900.00"
"05/13/2022","Reinvest Shares","SJT","TDA TRAN - Bought 0.241 (SJT) @10.4125","0.241","$10.4125","","-$2.51"
"05/13/2022","Cash Dividend","","TDA TRAN - NATURAL RESOURCE ROYALTIES (SJT)","","","","$2.51"
"05/06/2022","Buy","22539T266","TDA TRAN - Bought 350 (USOI) @5.6779","350","$5.6779","","-$1987.27"
"05/06/2022","Sell","SOXL","TDA TRAN - Sold 20 (SOXL) @22.8950","20","$22.895","","$457.90"
"05/06/2022","Sell","PLTR","TDA TRAN - Sold 160 (PLTR) @9.5150","160","$9.515","$0.03","$1522.37"
"05/05/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$13.36"
"05/04/2022","Sell to Open","EFA 05/20/2022 73.00 C","TDA TRAN - Sold to Open 2 (EFA May 20 2022 73.0 Call) @0.1300","2","$0.13","$1.32","$24.68"
"05/04/2022","Buy to Close","EFA 05/13/2022 73.00 C","TDA TRAN - Bought to Close 2 (EFA May 13 2022 73.0 Call) @0.0500","2","$0.05","$1.32","-$11.32"
"04/29/2022","Reinvest Shares","MO","TDA TRAN - Bought 0.304 (MO) @56.2451","0.304","$56.2451","","-$17.10"
"04/29/2022","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (MO)","","","","$17.10"
"04/26/2022","Reinvest Shares","22539T266","TDA TRAN - Bought 4.71 (USOI) @5.4188","4.71","$5.4188","","-$25.52"
"04/26/2022","Cash Dividend","","TDA TRAN - OTHER INCOME (USOI)","","","","$25.52"
"04/21/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$143.41"
"04/20/2022","Buy","PLTR","TDA TRAN - Bought 10 (PLTR) @12.8500","10","$12.85","","-$128.50"
"04/20/2022","Buy to Close","PLTR 04/22/2022 14.00 C","TDA TRAN - Bought to Close 3 (PLTR Apr 22 2022 14.0 Call) @0.0200","3","$0.02","$1.98","-$7.98"
"04/20/2022","Sell to Close","PLTR 04/22/2022 13.50 C","TDA TRAN - Sold to Close 3 (PLTR Apr 22 2022 13.5 Call) @0.0700","3","$0.07","$1.99","$19.01"
"04/14/2022","Reinvest Shares","SJT","TDA TRAN - Bought 0.233 (SJT) @10.2019","0.233","$10.2019","","-$2.38"
"04/14/2022","Cash Dividend","","TDA TRAN - NATURAL RESOURCE ROYALTIES (SJT)","","","","$2.38"
"04/12/2022","Sell to Open","PLTR 04/22/2022 14.00 C","TDA TRAN - Sold to Open 3 (PLTR Apr 22 2022 14.0 Call) @0.1100","3","$0.11","$1.99","$31.01"
"04/12/2022","Buy to Open","PLTR 04/22/2022 13.50 C","TDA TRAN - Bought to Open 3 (PLTR Apr 22 2022 13.5 Call) @0.1900","3","$0.19","$1.98","-$58.98"
"04/12/2022","Buy to Close","PLTR 04/14/2022 14.00 C","TDA TRAN - Bought to Close 3 (PLTR Apr 14 2022 14.0 Call) @0.0200","3","$0.02","$1.98","-$7.98"
"04/12/2022","Sell to Close","PLTR 04/14/2022 13.50 C","TDA TRAN - Sold to Close 3 (PLTR Apr 14 2022 13.5 Call) @0.0400","3","$0.04","$1.99","$10.01"
"04/08/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$144.99"
"04/07/2022","Sell to Open","EFA 05/13/2022 73.00 C","TDA TRAN - Sold to Open 2 (EFA May 13 2022 73.0 Call) @1.5200","2","$1.52","$1.32","$302.68"
"04/07/2022","Buy to Close","EFA 05/06/2022 73.00 C","TDA TRAN - Bought to Close 2 (EFA May 6 2022 73.0 Call) @1.3500","2","$1.35","$1.32","-$271.32"
"04/07/2022","Sell to Close","PLTR 04/08/2022 14.50 C","TDA TRAN - Sold to Close 3 (PLTR Apr 8 2022 14.5 Call) @0.0100","3","$0.01","$1.99","$1.01"
"04/07/2022","Buy to Close","PLTR 04/08/2022 14.00 C","TDA TRAN - Bought to Close 3 (PLTR Apr 8 2022 14.0 Call) @0.0100","3","$0.01","$1.98","-$4.98"
"04/07/2022","Sell to Open","PLTR 04/14/2022 14.00 C","TDA TRAN - Sold to Open 3 (PLTR Apr 14 2022 14.0 Call) @0.1000","3","$0.10","$1.99","$28.01"
"04/07/2022","Sell to Close","PLTR 04/08/2022 13.50 C","TDA TRAN - Sold to Close 3 (PLTR Apr 8 2022 13.5 Call) @0.0400","3","$0.04","$1.99","$10.01"
"04/07/2022","Buy to Close","PLTR 04/08/2022 14.00 C","TDA TRAN - Bought to Close 3 (PLTR Apr 8 2022 14.0 Call) @0.0100","3","$0.01","$1.98","-$4.98"
"04/07/2022","Buy to Open","PLTR 04/14/2022 13.50 C","TDA TRAN - Bought to Open 3 (PLTR Apr 14 2022 13.5 Call) @0.2000","3","$0.20","$1.98","-$61.98"
"04/07/2022","Sell","SOXL","TDA TRAN - Sold 5 (SOXL) @29.7101","5","$29.7101","","$148.55"
"04/07/2022","Buy to Close","PLTR 04/08/2022 14.00 C","TDA TRAN - Bought to Close 1 (PLTR Apr 8 2022 14.0 Call) @0.0200","1","$0.02","$0.01","-$2.01"
"04/06/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$842.25"
"04/05/2022","Buy","SOXL","TDA TRAN - Bought 25 (SOXL) @33.6900","25","$33.69","","-$842.25"
"04/05/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$412.36"
"04/04/2022","Sell to Open","BCS 05/20/2022 9.00 P","TDA TRAN - Sold to Open 2 (BCS May 20 2022 9.0 Put) @1.2700","2","$1.27","$1.32","$252.68"
"04/04/2022","Buy to Close","BCS 04/14/2022 10.00 P","TDA TRAN - Bought to Close 2 (BCS Apr 14 2022 10.0 Put) @2.2200","2","$2.22","$1.32","-$445.32"
"04/04/2022","Buy","PLTR","TDA TRAN - Bought 50 (PLTR) @14.3450","50","$14.345","","-$717.25"
"04/04/2022","Buy","MO","TDA TRAN - Bought 10 (MO) @52.4582","10","$52.4582","","-$524.58"
"04/04/2022","Sell to Open","PLTR 04/08/2022 14.00 C","TDA TRAN - Sold to Open 6 (PLTR Apr 8 2022 14.0 Call) @0.5600","6","$0.56","$3.97","$332.03"
"04/04/2022","Buy to Open","PLTR 04/08/2022 14.50 C","TDA TRAN - Bought to Open 3 (PLTR Apr 8 2022 14.5 Call) @0.2900","3","$0.29","$1.98","-$88.98"
"04/04/2022","Buy to Open","PLTR 04/08/2022 13.50 C","TDA TRAN - Bought to Open 3 (PLTR Apr 8 2022 13.5 Call) @0.9300","3","$0.93","$1.98","-$280.98"
"04/04/2022","Buy to Close","BCS 04/14/2022 10.00 P","TDA TRAN - Bought to Close 1 (BCS Apr 14 2022 10.0 Put) @2.1900","1","$2.19","$0.66","-$219.66"
"04/04/2022","Sell to Open","PLTR 04/08/2022 14.00 C","TDA TRAN - Sold to Open 1 (PLTR Apr 8 2022 14.0 Call) @0.4900","1","$0.49","$0.66","$48.34"
"04/04/2022","Sell to Open","EFA 05/06/2022 73.00 C","TDA TRAN - Sold to Open 2 (EFA May 6 2022 73.0 Call) @2.3600","2","$2.36","$1.32","$470.68"
"04/04/2022","Buy to Close","EFA 04/29/2022 73.00 C","TDA TRAN - Bought to Close 2 (EFA Apr 29 2022 73.0 Call) @2.1900","2","$2.19","$1.32","-$439.32"
"04/04/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$996.69"
"04/04/2022","Journaled Shares","PLTR 04/01/2022 14.50 C","TDA TRAN - REMOVAL OF OPTION DUE TO EXPIRATION (0PLTR.D120014500)","1","","",""
"04/04/2022","Journaled Shares","PLTR 04/01/2022 12.50 P","TDA TRAN - REMOVAL OF OPTION DUE TO EXPIRATION (0PLTR.P120012500)","1","","",""
"04/01/2022","Buy to Close","SOXL 04/08/2022 49.00 P","TDA TRAN - Bought to Close 2 (SOXL Apr 8 2022 49.0 Put) @13.5000","2","$13.50","$1.32","-$2701.32"
"04/01/2022","Sell to Close","SOXL 04/08/2022 46.00 P","TDA TRAN - Sold to Close 2 (SOXL Apr 8 2022 46.0 Put) @10.5500","2","$10.55","$1.33","$2108.67"
"04/01/2022","Buy","SJT","TDA TRAN - Bought 10 (SJT) @8.8194","10","$8.8194","","-$88.19"
"04/01/2022","Buy","22539T266","TDA TRAN - Bought 30 (USOI) @5.4599","30","$5.4599","","-$163.80"
"03/31/2022","Bond Interest","","TDA TRAN - FREE BALANCE INTEREST ADJUSTMENT","","","","$0.03"
"03/30/2022","Sell to Open","PLTR 04/01/2022 14.50 C","TDA TRAN - Sold to Open 1 (PLTR Apr 1 2022 14.5 Call) @0.1000","1","$0.10","$0.66","$9.34"
"03/29/2022","Buy","MO","TDA TRAN - Bought 1 (MO) @51.3998","1","$51.3998","","-$51.40"
"03/29/2022","Sell to Open","EFA 04/29/2022 73.00 C","TDA TRAN - Sold to Open 2 (EFA Apr 29 2022 73.0 Call) @2.7600","2","$2.76","$1.32","$550.68"
"03/29/2022","Buy to Close","EFA 04/22/2022 73.00 C","TDA TRAN - Bought to Close 2 (EFA Apr 22 2022 73.0 Call) @2.5800","2","$2.58","$1.32","-$517.32"
"03/29/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$1867.10"
"03/28/2022","Buy","SJT","TDA TRAN - Bought 13 (SJT) @8.4466","13","$8.4466","","-$109.81"
"03/28/2022","Buy","22539T266","TDA TRAN - Bought 100 (USOI) @5.5899","100","$5.5899","","-$558.99"
"03/28/2022","Buy to Close","EFA 04/14/2022 73.00 C","TDA TRAN - Bought to Close 2 (EFA Apr 14 2022 73.0 Call) @1.4000","2","$1.40","$1.32","-$281.32"
"03/28/2022","Sell to Open","EFA 04/22/2022 73.00 C","TDA TRAN - Sold to Open 2 (EFA Apr 22 2022 73.0 Call) @1.6200","2","$1.62","$1.32","$322.68"
"03/28/2022","Sell to Open","PLTR 04/01/2022 12.50 P","TDA TRAN - Sold to Open 1 (PLTR Apr 1 2022 12.5 Put) @0.1100","1","$0.11","$0.66","$10.34"
"03/28/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$2093.26"
"03/28/2022","Journaled Shares","PLTR 03/25/2022 10.50 P","TDA TRAN - REMOVAL OF OPTION DUE TO EXPIRATION (0PLTR.OP20010500)","2","","",""
"03/23/2022","Sell to Open","EFA 04/14/2022 73.00 C","TDA TRAN - Sold to Open 2 (EFA Apr 14 2022 73.0 Call) @1.5400","2","$1.54","$1.32","$306.68"
"03/23/2022","Buy to Close","EFA 04/08/2022 73.00 C","TDA TRAN - Bought to Close 2 (EFA Apr 8 2022 73.0 Call) @1.3900","2","$1.39","$1.32","-$279.32"
"03/17/2022","Buy","SJT","TDA TRAN - Bought 7 (SJT) @6.5399","7","$6.5399","","-$45.78"
"03/17/2022","Buy","MO","TDA TRAN - Bought 19 (MO) @51.5700","19","$51.57","","-$979.83"
"03/17/2022","Sell","PLTR","TDA TRAN - Sold 79 (PLTR) @12.1901","79","$12.1901","$0.01","$963.01"
"03/17/2022","Buy","ARCC","TDA TRAN - Bought 50 (ARCC) @20.3399","50","$20.3399","","-$1017.00"
"03/17/2022","Sell","SOXL","TDA TRAN - Sold 30 (SOXL) @35.9600","30","$35.96","$0.01","$1078.79"
"03/17/2022","Sell","PLTR","TDA TRAN - Sold 1 (PLTR) @12.0119","1","$12.0119","","$12.01"
"03/17/2022","Buy to Close","SOXL 04/01/2022 49.00 P","TDA TRAN - Bought to Close 2 (SOXL Apr 1 2022 49.0 Put) @14.2900","2","$14.29","$1.32","-$2859.32"
"03/17/2022","Sell to Close","SOXL 04/01/2022 46.00 P","TDA TRAN - Sold to Close 2 (SOXL Apr 1 2022 46.0 Put) @11.4400","2","$11.44","$1.33","$2286.67"
"03/17/2022","Sell to Open","SOXL 04/08/2022 49.00 P","TDA TRAN - Sold to Open 2 (SOXL Apr 8 2022 49.0 Put) @14.4100","2","$14.41","$1.33","$2880.67"
"03/17/2022","Buy to Open","SOXL 04/08/2022 46.00 P","TDA TRAN - Bought to Open 2 (SOXL Apr 8 2022 46.0 Put) @11.7600","2","$11.76","$1.32","-$2353.32"
"03/15/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$306.14"
"03/14/2022","Buy","PLTR","TDA TRAN - Bought 30 (PLTR) @11.2499","30","$11.2499","","-$337.50"
"03/14/2022","Sell to Open","EFA 04/08/2022 73.00 C","TDA TRAN - Sold to Open 2 (EFA Apr 8 2022 73.0 Call) @0.6900","2","$0.69","$1.32","$136.68"
"03/14/2022","Buy to Close","EFA 03/31/2022 73.00 C","TDA TRAN - Bought to Close 2 (EFA Mar 31 2022 73.0 Call) @0.5200","2","$0.52","$1.32","-$105.32"
"03/14/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$295.96"
"03/11/2022","Sell to Open","SOXL 04/01/2022 49.00 P","TDA TRAN - Sold to Open 2 (SOXL Apr 1 2022 49.0 Put) @16.8200","2","$16.82","$1.34","$3362.66"
"03/11/2022","Buy to Open","SOXL 04/01/2022 46.00 P","TDA TRAN - Bought to Open 2 (SOXL Apr 1 2022 46.0 Put) @14.0500","2","$14.05","$1.32","-$2811.32"
"03/11/2022","Buy","SOXL","TDA TRAN - Bought 4 (SOXL) @32.2698","4","$32.2698","","-$129.08"
